attraction_id,place_id,attraction_name,category,opening_time,closing_time,entry_fee,time_required,rating,description
A0566,P073,Nathu La Pass,Viewpoint,8:00,15:00,0,2 hours,4.7,Historic Silk Route mountain pass at 4310m on Indo-China border with dramatic mountain views.
A0567,P073,Pemayangtse Monastery,Monastery,7:00,18:00,50,2 hours,4.7,One of oldest and most prestigious monasteries in Sikkim with seven-storey wooden structure.
A0568,P073,Gurudongmar Lake,Lake,7:00,16:00,0,Half Day,4.9,Sacred glacial lake at 5430m one of world's highest lakes with stunning Himalayan vistas.
A0569,P073,Enchey Monastery,Monastery,7:00,18:00,0,1 hour,4.5,200-year-old monastery perched on hilltop in Gangtok with beautiful valley and mountain views.
A0570,P073,Yumthang Valley,Nature,7:00,17:00,200,Half Day,4.8,Valley of flowers at 3564m carpeted with rhododendrons primulas and Himalayan flora in spring.
A0571,P073,Namchi Rock Garden,Garden,9:00,18:00,50,1 hour,4.3,Terraced rock garden with statues of Sikkimese flowers and Himalayan plants near Namchi.
A0572,P074,Deolo Hill,Viewpoint,6:00,18:00,30,1 hour,4.6,Highest point in Kalimpong offering spectacular panoramic views of Kanchenjunga and Teesta Valley.
A0573,P074,Zang Dhok Palri Phodang Monastery,Monastery,8:00,17:00,0,1 hour,4.5,Important Nyingma monastery housing rare scriptures and religious texts in Kalimpong.
A0574,P074,Durpin Dara Hill,Viewpoint,6:00,18:00,0,1 hour,4.5,Hilltop monastery and viewpoint with commanding 360-degree Himalayan panorama and Teesta views.
A0575,P074,Himalayan Eagle Nest,Viewpoint,6:00,18:00,0,1 hour,4.4,Scenic viewpoint offering sweeping views of valleys Teesta River and surrounding Himalayan peaks.
A0576,P074,Kalimpong Science City,Museum,10:00,17:30,60,1 hour,4.2,Interactive science museum ideal for families with children with hands-on exhibits and activities.
A0577,P074,Mangal Dham Temple,Temple,6:00,19:00,0,30 mins,4.4,Colourful Hindu temple dedicated to Lord Krishna with decorative murals and peaceful surroundings.
A0578,P074,Cactus Nursery Kalimpong,Garden,9:00,17:00,0,1 hour,4.3,One of Asia's largest collections of cactus and succulents cultivated in Kalimpong's mild climate.
A0579,P075,Elephant Falls,Nature,8:00,17:30,20,1 hour,4.6,Three-tiered enchanting waterfall nicknamed Uncle Don's Falls nestled in dense Shillong forest.
A0580,P075,Shillong Peak,Viewpoint,9:00,17:00,50,1 hour,4.6,Highest point in Shillong at 1965m offering sweeping panoramic views of surrounding hills.
A0581,P075,Ward's Lake,Lake,8:30,17:30,20,1 hour,4.5,Scenic man-made lake at heart of Shillong with boating facility and manicured gardens.
A0582,P075,Don Bosco Museum,Museum,9:00,17:30,100,2 hours,4.7,Seven-storey museum showcasing rich cultural heritage of Northeast India's tribal communities.
A0583,P075,Umiam Lake,Lake,8:00,17:30,0,1 hour,4.6,Large reservoir called Barapani offering stunning views water sports and picnic spots.
A0584,P075,Cathedral of Mary Help of Christians,Historical,8:00,18:00,0,30 mins,4.5,One of Northeast India's largest churches built in gothic style in the heart of Shillong.
A0585,P075,Police Bazar,Market,9:00,21:00,0,1 hour,4.4,Bustling commercial heart of Shillong with shops restaurants street food and local handicrafts.
A0586,P075,Mawphlang Sacred Forest,Nature,9:00,16:00,100,2 hours,4.7,Ancient protected forest considered sacred by Khasi tribes preserving centuries-old biodiversity.
A0587,P076,Nohkalikai Falls,Nature,8:00,17:30,50,1 hour,4.9,India's tallest plunge waterfall at 340m with a stunning turquoise blue pool at base.
A0588,P076,Living Root Bridges,Nature,7:00,18:00,50,Half Day,4.9,Extraordinary bio-engineering by Khasi tribe using aerial roots of rubber trees as bridges.
A0589,P076,Mawsmai Cave,Nature,9:00,17:00,30,1 hour,4.5,Illuminated limestone cave with narrow passages stalactites and stalagmites popular with visitors.
A0590,P076,Seven Sisters Falls,Nature,8:00,17:00,0,1 hour,4.7,Majestic seven-segmented waterfall also called Nohsngithiang Falls visible from Cherrapunji viewpoint.
A0591,P076,Eco Park Cherrapunji,Garden,9:00,17:30,50,2 hours,4.4,Scenic park overlooking Bangladesh plains with views of Seven Sisters Falls and green valley.
A0592,P076,Dainthlen Falls,Nature,8:00,17:00,0,30 mins,4.4,Scenic waterfall associated with Khasi legend of a giant serpent killed by ancestors.
A0593,P076,Wakaba Falls,Nature,8:00,17:00,0,30 mins,4.3,Peaceful waterfall near Cherrapunji surrounded by lush subtropical vegetation and rock formations.
A0594,P076,Thangkharang Park,Viewpoint,9:00,17:00,30,1 hour,4.5,Hilltop park offering breathtaking views of Bangladesh plains and a seasonal waterfall nearby.
A0595,P077,Kaziranga Elephant Safari,Wildlife,5:30,7:30,1500,2 hours,4.9,Iconic early morning elephant back safari through tall grass for close rhino encounters.
A0596,P077,Kaziranga Jeep Safari,Wildlife,7:00,11:00,1200,3 hours,4.8,Thrilling jeep safari through Central Western and Eastern zones spotting rhinos tigers and elephants.
A0597,P077,Central Range Kaziranga,Wildlife,7:00,11:00,1200,Half Day,4.8,Most popular safari zone offering highest density of one-horned rhinos and water buffalo.
A0598,P077,Western Range Kaziranga,Wildlife,7:00,11:00,1200,Half Day,4.7,Scenic range with excellent rhino sightings and wild elephant herds near Bagori area.
A0599,P077,Eastern Range Kaziranga,Wildlife,7:00,11:00,1200,Half Day,4.6,Largest and most remote range with high biodiversity and quieter safari experience.
A0600,P077,Kaziranga National Orchid Garden,Garden,8:00,17:00,50,1 hour,4.3,Garden with over 500 orchid species and biodiversity park near Kohora Kaziranga entry gate.
A0601,P077,Tea Garden Landscape Kaziranga,Nature,8:00,17:00,0,1 hour,4.4,Scenic tea estates framing Kaziranga park with Brahmaputra River and Himalayan backdrops.
A0602,P078,Mawlynnong Village,Nature,7:00,18:00,50,2 hours,4.8,Asia's cleanest village with immaculate gardens bamboo dustbins and community cleanliness pride.
A0603,P078,Living Root Bridge Mawlynnong,Nature,7:00,18:00,50,1 hour,4.8,Natural bridge formed by training roots of rubber fig trees over centuries by Khasi people.
A0604,P078,Sky Walk Mawlynnong,Viewpoint,8:00,17:00,30,30 mins,4.5,Bamboo treehouse viewpoint offering panoramic views of Bangladesh plains and rolling hills.
A0605,P078,Balancing Rock Mawlynnong,Nature,0:00,23:59,0,30 mins,4.4,Massive naturally balanced boulder precariously perched atop smaller rocks near Mawlynnong village.
A0606,P078,Dawki River,Nature,7:00,18:00,0,2 hours,4.7,Crystal-clear turquoise river on India-Bangladesh border with glass boat rides and camping.
A0607,P079,Tawang Monastery,Monastery,7:00,17:00,50,3 hours,4.9,India's largest Buddhist monastery founded in 1681 with rare scriptures and golden Buddha statues.
A0608,P079,Sela Pass,Viewpoint,0:00,23:59,0,1 hour,4.8,High-altitude mountain pass at 4170m with pristine lake and dramatic snow-capped Himalayan views.
A0609,P079,Madhuri Lake,Lake,7:00,16:00,0,1 hour,4.7,Stunning high-altitude lake set against snow peaks popularised by a Bollywood film shoot.
A0610,P079,Nuranang Falls,Nature,7:00,17:00,0,1 hour,4.7,Dramatic multi-tiered waterfall also called Bong Bong Falls in scenic Tawang district valley.
A0611,P079,Tawang War Memorial,Historical,8:00,18:00,0,1 hour,4.7,Poignant memorial honouring soldiers who died in 1962 Sino-Indian War in Tawang region.
A0612,P079,Urgelling Monastery,Monastery,7:00,17:00,0,1 hour,4.5,Birthplace of the sixth Dalai Lama with original prayer hall and ancient religious artifacts.
A0613,P079,Pankang Teng Tso Lake,Lake,7:00,16:00,0,1 hour,4.5,Sacred high-altitude lake near Tawang town reflecting surrounding snow-clad Himalayan peaks.
A0614,P079,Ani Gompa Tawang,Monastery,7:00,17:00,0,30 mins,4.4,Nunnery monastery in Tawang district housing Buddhist nuns practising traditional Vajrayana rituals.
A0615,P080,Ziro Valley,Nature,0:00,23:59,0,Half Day,4.8,Lush UNESCO-nominated valley with pine-clad hills paddy fields and Apatani tribal villages.
A0616,P080,Talley Valley Wildlife Sanctuary,Wildlife,7:00,17:00,150,Half Day,4.6,Remote sanctuary with virgin subtropical forests rare orchids clouded leopards and red pandas.
A0617,P080,Apatani Village Ziro,Historical,7:00,18:00,0,2 hours,4.7,Traditional village of Apatani tribe known for unique nose plugs and intricate bamboo crafts.
A0618,P080,Ziro Music Festival Grounds,Nature,0:00,23:59,0,1 hour,4.6,Venue of India's most scenic open-air music festival held annually under Ziro pine hills.
A0619,P080,Tarin Fish Farm,Nature,8:00,17:00,0,1 hour,4.3,Traditional Apatani fish and paddy farming system demonstrating indigenous sustainable agricultural practices.
A0620,P080,Dolo Mando Hills,Viewpoint,6:00,18:00,0,2 hours,4.5,Scenic hilltop viewpoint above Ziro Valley offering sweeping views of paddy fields and pine forests.
A0621,P080,Kile Pakho,Viewpoint,6:00,18:00,0,1 hour,4.4,Sacred hilltop overlooking the Ziro Valley with ancient tribal shrines and panoramic views.
